short_name,long_name,age,nationality_name,club_name,player_positions,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,height_cm,weight_kg,preferred_foot
Lucas Rodrigues,Lucas Rodrigues da Silva,25,Brazil,FC Seoul,"LM, LW",66,67,1000000,3000,85.0,62.0,55.0,68.0,24.0,61.0,180,82,Right
A. Ismajli,Ardian Ismajli,28,Albania,Torino,CB,74,74,3600000,31000,67.0,30.0,49.0,62.0,78.0,70.0,185,76,Right
Erick,Erick Nunes Barbosa dos Santos,21,Brazil,Cercle Brugge KSV,"RM, RB",61,73,800000,2000,66.0,49.0,61.0,64.0,59.0,61.0,176,70,Right
M. Thomson,Miller Thomson,20,Scotland,Dundee United FC,"RB, RW, RM",59,73,525000,950,73.0,54.0,58.0,63.0,55.0,46.0,170,72,Right
L. Demming,Lukas Demming,25,Germany,SC Verl,CM,59,64,325000,500,67.0,53.0,56.0,59.0,60.0,61.0,180,74,Right
S. Bergier,Sebastian Bergier,25,Poland,Widzew Łódź,ST,67,71,1400000,5000,74.0,68.0,55.0,66.0,24.0,65.0,183,81,Right
M. Woledzi,Maxwell Woledzi,23,Ghana,Fredrikstad FK,CB,69,78,2900000,2000,68.0,36.0,54.0,58.0,67.0,77.0,187,79,Right
H. Makalou,Hamidou Makalou,18,Mali,Stade Brestois 29,"CDM, CM",63,80,1200000,3000,59.0,54.0,56.0,68.0,59.0,52.0,164,58,Right
Herrando,Jorge Herrando Oroz,24,Spain,CA Osasuna,CB,74,81,8000000,22000,49.0,37.0,57.0,67.0,76.0,66.0,192,76,Left
M. Estigarribia,Marcelo Luciano Estigarribia,30,Argentina,Club Atlético Unión,"ST, RW, CAM",69,69,1400000,8000,64.0,67.0,53.0,65.0,25.0,70.0,181,72,Right
D. Gül,Deniz Gül,20,Türkiye,FC Porto,ST,66,79,2100000,4000,69.0,64.0,58.0,67.0,28.0,66.0,190,82,Right
K. Ludewig,Kilian Ludewig,25,Germany,Asociația Clubul Sportiv Petrolul 52,"RM, RB, RW",62,65,525000,1000,74.0,49.0,57.0,65.0,52.0,54.0,175,69,Right
M. Karamoko,Mamoudou Karamoko,25,France,Dinamo Bucureşti,ST,66,69,1100000,2000,77.0,63.0,56.0,65.0,23.0,73.0,188,88,Right
J. Rouhi,Jonas Jakob Rouhi,21,Sweden,Juventus,"LB, LM",66,77,1800000,20000,64.0,43.0,59.0,63.0,66.0,53.0,183,70,Left
Wanya Marçal,Wanya Marçal Madivádua,22,Portugal,Leicester City,"RM, RW",65,75,1600000,11000,87.0,58.0,60.0,64.0,41.0,52.0,181,72,Right
Ji Dong Won,Dong-won Ji지동원 池东沅,34,Korea Republic,Macarthur FC,"ST, LM, LW, CAM",63,63,230000,2000,46.0,63.0,56.0,60.0,40.0,68.0,188,81,Right
N. Cavuoti,Nicolò Cavuoti,22,Italy,Cagliari,"CAM, CM",61,72,725000,2000,67.0,56.0,62.0,65.0,40.0,53.0,177,73,Left
Iago Maidana,Iago Justen Maidana Martins,29,Brazil,Henan FC,CB,70,70,1300000,7000,75.0,40.0,45.0,50.0,69.0,82.0,193,85,Right
J. Gordon,Jano Jeremía Gordon,21,Argentina,Vélez Sarsfield,"RB, RM",69,79,3000000,6000,64.0,31.0,61.0,65.0,65.0,72.0,182,74,Right
W. Álvarez,William Gustavo Álvarez Vargas,29,Bolivia,Nacional Potosí,ST,63,63,475000,5000,64.0,63.0,50.0,63.0,39.0,66.0,181,81,Right
G. Vidović,Gabriel Vidović,21,Croatia,Dinamo Zagreb,"LM, ST, LW",68,78,2700000,7000,68.0,67.0,61.0,74.0,26.0,54.0,180,77,Right
B. Doherty,Ben Doherty,28,Northern Ireland,Derry City,"LB, LM",60,60,220000,500,79.0,51.0,59.0,59.0,54.0,57.0,175,63,Left
M. Hamilton,Micah Philippe Jude Hamilton,21,England,Middlesbrough,"LM, RM, LW",64,78,1400000,7000,80.0,62.0,58.0,69.0,29.0,49.0,177,74,Right
M. Coulibaly,Mamadou Coulibaly,21,France,AS Monaco,CM,64,77,1400000,6000,59.0,53.0,61.0,64.0,59.0,54.0,179,67,Left
M. Obuz,Marvin Ayhan Obuz,23,Germany,Rot-Weiss Essen,"RM, LM, RW",67,74,2000000,1000,72.0,63.0,61.0,69.0,29.0,60.0,182,75,Right
D. Sarapata,Dominik Sarapata,17,Poland,FC København,"CDM, CM, CAM",62,76,850000,2000,61.0,49.0,60.0,57.0,58.0,62.0,180,74,Right
A. Gattermayer,Angelo Gattermayer,23,Austria,Wolfsberger AC,"RW, ST, RM",65,73,1600000,5000,78.0,60.0,59.0,66.0,25.0,64.0,182,73,Right
Alisson,Alisson de Almeida Santos,22,Brazil,Sporting CP,"LW, RW, LM",66,76,1900000,6000,83.0,58.0,60.0,72.0,31.0,56.0,177,70,Right
J. Atencio,Joshua Atencio,23,United States,Colorado Rapids,"CDM, CM, CB, CAM",64,73,1200000,2000,64.0,46.0,52.0,54.0,66.0,76.0,186,79,Right
P. Diallo,Papa Amadou Diallo,21,Senegal,Norwich City,"LM, LW, RM",68,82,3000000,12000,80.0,67.0,60.0,70.0,23.0,52.0,182,67,Right
M. Fernandez,Matías Alejandro Fernández,24,Argentina,Independiente Rivadavia,"CAM, CM",63,70,975000,3000,73.0,57.0,62.0,67.0,38.0,56.0,173,65,Right
S. Granaas,Sondre Milian Granaas,18,Norway,Molde FK,"LW, CM, LM",62,77,925000,1000,64.0,56.0,59.0,63.0,51.0,54.0,178,70,Right
J. Addai,Jayden Osei Addai,19,Netherlands,Como,"RM, RW",67,84,2600000,20000,83.0,62.0,59.0,70.0,29.0,53.0,175,73,Left
M. Ayhan,Mertcan Ayhan,18,Türkiye,FC Schalke 04,"CB, RB, CDM",60,77,600000,1000,61.0,54.0,51.0,54.0,58.0,68.0,190,80,Right
S. Vladi,Shkëlqim Vladi,24,Kosovo,FC St.Gallen 1879,ST,66,71,1300000,4000,69.0,68.0,56.0,67.0,24.0,66.0,186,82,Right
E. Kraja,Erdis Kraja,24,Albania,Pescara,"CDM, CM",65,72,1300000,900,57.0,46.0,60.0,61.0,62.0,63.0,181,78,Right
K. Pomorski,Krystian Pomorski,29,Poland,Wisła Płock,"CAM, CM, CDM",61,61,325000,1000,65.0,58.0,61.0,57.0,50.0,57.0,179,73,Right
L. Stewart,Layton Rhys Stewart,22,England,FC Thun,ST,65,72,1500000,3000,73.0,66.0,51.0,67.0,33.0,57.0,180,66,Right
I. Olaofe,Isaac Tanitoluwaloba Aduraoluwatimileyin Olaofe,25,England,Charlton Athletic,"ST, LM, LW",66,70,1200000,6000,91.0,62.0,50.0,66.0,20.0,71.0,178,82,Right
O. Kellyman,Omari Kellyman,19,England,Cardiff City,"CAM, RM, CM",62,79,1000000,13000,67.0,60.0,60.0,65.0,40.0,57.0,191,78,Left
A. O'Connor,Anthony Dean O'Connor,32,Republic of Ireland,Harrogate Town,CB,64,64,375000,750,51.0,44.0,52.0,54.0,63.0,81.0,188,80,Right
P. Ratkov,Petar RatkovПетар Ратков,21,Serbia,FC Red Bull Salzburg,ST,68,78,2700000,8000,68.0,67.0,52.0,66.0,31.0,71.0,193,76,Right
T. Jambor,Timotej Jambor,22,Slovakia,Rapid Bucuresti,ST,64,70,950000,2000,76.0,64.0,53.0,63.0,26.0,66.0,183,76,Right
T. Bergvall,Theo Bergvall,20,Sweden,Djurgårdens IF,RB,64,76,1300000,2000,85.0,42.0,57.0,60.0,58.0,64.0,185,75,Right
A. Nuñez,Alan Herminio Núñez Duarte,20,Paraguay,CD Nacional,"RB, RM",60,75,575000,1000,74.0,52.0,54.0,60.0,57.0,56.0,176,65,Right
O. Romeny,Ole ter Haar Romeny,25,Indonesia,Oxford United,"RM, RW, CAM",67,70,1300000,5000,67.0,70.0,59.0,67.0,31.0,66.0,185,81,Right
M. Wieteska,Mateusz Wieteska,28,Poland,Kocaelispor,CB,72,73,2200000,10000,57.0,38.0,51.0,61.0,72.0,72.0,187,80,Right
A. Kouame,Axel Kouame,21,Côte d'Ivoire,AIK,"CAM, CM",64,71,1200000,1000,77.0,59.0,59.0,65.0,36.0,57.0,178,70,Right
S. Włodarczyk,Szymon Piotr Włodarczyk,22,Poland,Excelsior,ST,67,75,2300000,9000,71.0,66.0,51.0,65.0,23.0,71.0,188,77,Right
A. Arigoni,Allan Arigoni,26,Switzerland,Grasshopper Club Zürich,"RB, CB, RM",63,65,550000,5000,88.0,38.0,49.0,59.0,60.0,71.0,184,80,Right
J. Díaz,Jefferson Abel Díaz Beleño,24,Colombia,Minnesota United FC,"CB, RB, RM",67,72,1400000,3000,64.0,41.0,59.0,59.0,69.0,71.0,186,83,Right
Pau Casadesús,Pau Casadesús Castro,22,Spain,Granada CF,"RB, RM",64,71,1100000,2000,74.0,44.0,56.0,60.0,58.0,64.0,183,72,Right
D. Matei,David Matei,18,Romania,Universitatea Craiova,"CM, CAM",62,75,925000,950,66.0,55.0,64.0,63.0,48.0,56.0,178,72,Left
C. Theoharous,Christian TheoharousΚρίστιαν Θεοχάρους,25,Australia,Central Coast Mariners,"LM, RM, LB",63,66,625000,1000,84.0,57.0,56.0,65.0,43.0,45.0,176,70,Left
C. Spinelli,Claudio Paul Spinelli,28,Argentina,Independiente del Valle,ST,70,70,1600000,16000,67.0,68.0,57.0,66.0,26.0,69.0,180,85,Right
R. Edwards,Ronnie Lee Edwards,22,England,Southampton,CB,70,80,3300000,25000,69.0,35.0,53.0,61.0,70.0,74.0,185,76,Right
Andrei Alba,Andrei Alba,30,Brazil,Hyderabad FC,"CDM, CM, CB",59,59,190000,500,66.0,46.0,60.0,59.0,52.0,69.0,183,83,Right
S. Singh Wangjam,Suresh Singh Wangjam,24,India,Bengaluru FC,"CM, LM, CDM, CAM",60,62,325000,550,82.0,39.0,55.0,61.0,56.0,73.0,166,65,Right
H. Cayless,Hayden Cayless,33,Australia,Western United,"LB, LM",65,65,375000,1000,73.0,35.0,55.0,67.0,59.0,75.0,184,80,Left
M. Olivieri,Marco Olivieri,26,Italy,Cesena FC,ST,65,66,850000,1000,74.0,65.0,56.0,67.0,26.0,61.0,177,73,Right
E. Kabangu,Elton Daniël Kabangu,27,Belgium,Hearts,"ST, LW, LM",65,66,825000,3000,75.0,65.0,60.0,66.0,33.0,54.0,178,70,Left
R. Bustos,Ronald Steven Bustos Torrelio,21,Bolivia,Gualberto Villarroel SJ,"RB, RM",64,76,1400000,4000,73.0,53.0,54.0,60.0,58.0,65.0,186,81,Right
C. Hatenboer,Cedric Hatenboer,20,Netherlands,RSC Anderlecht,CM,64,80,1500000,6000,65.0,47.0,61.0,67.0,52.0,57.0,188,75,Right
J. Tiendrebeogo,Josué Tiendrébéogo,22,Burkina Faso,FC Annecy,"CAM, CM",64,73,1300000,2000,70.0,58.0,61.0,68.0,36.0,60.0,168,69,Right
F. Kocaba,Filip Kocaba,20,Poland,Zagłębie Lubin,"CDM, CM",65,73,1500000,1000,61.0,46.0,57.0,57.0,62.0,70.0,184,78,Right
M. Jorquera,Marcelo Pablo Jorquera Silva,32,Chile,Deportes Iquique,"LB, LM",63,63,325000,3000,70.0,39.0,59.0,62.0,57.0,69.0,178,75,Left
Jorge Jiménez,Jorge Jiménez Rodríguez,26,Spain,Wisła Płock,"CAM, CM, ST",64,65,700000,2000,64.0,58.0,63.0,65.0,45.0,47.0,170,61,Left
N. Dávila,Esteban Nicolás Davila Alarcón,29,Ecuador,Mushuc Runa,"CM, CDM, LM",63,63,475000,4000,64.0,52.0,60.0,64.0,59.0,57.0,175,72,Right
A. Musi,Alexandru Marian Musi,20,Romania,Dinamo Bucureşti,"LM, ST, LW",66,74,1900000,2000,81.0,60.0,59.0,68.0,27.0,60.0,180,70,Right
M. Singh,Manvir Singh,29,India,Mohun Bagan Super Giant,"RM, LM, RW",65,65,700000,2000,79.0,60.0,60.0,59.0,35.0,73.0,188,78,Right
C. Awaziem,Chidozie Collins Awaziem,28,Nigeria,FC Nantes,CB,70,72,1600000,11000,72.0,39.0,50.0,60.0,69.0,76.0,189,78,Right
D. Kacuri,Dion Kacuri,21,Switzerland,FC Basel 1893,"CM, CDM",61,70,725000,3000,69.0,53.0,59.0,65.0,47.0,63.0,188,82,Left
D. Camara,Dawda Camara Sankharé,22,Mauritania,Cádiz CF,ST,65,73,1600000,8000,72.0,62.0,53.0,61.0,30.0,69.0,188,78,Right
Elves Baldé,Elves Umar Baldé,25,Guinea-Bissau,Radomiak Radom,"RM, RW, LM",66,68,1100000,2000,89.0,54.0,60.0,70.0,26.0,44.0,169,65,Right
S. Pnevmonidis,Stavros PnevmonidisΣταύρος Πνευμονίδης,18,Greece,Olympiacos FC,"CAM, LW, ST, CM",64,82,1500000,5000,78.0,57.0,61.0,67.0,35.0,58.0,178,61,Right
S. Hart,Samuel James Hart,28,England,Falkirk,"LB, CB, LM",60,60,220000,550,73.0,46.0,51.0,56.0,56.0,70.0,183,70,Left
M. Šverko,Marin Šverko,27,Croatia,Venezia,CB,67,69,1100000,2000,66.0,37.0,55.0,60.0,66.0,74.0,187,81,Left
M. Højholt,Malthe Højholt,24,Denmark,Pisa,"CDM, CM",66,72,1200000,3000,64.0,44.0,58.0,65.0,62.0,62.0,182,67,Right
Ö. Beyaz,Ömer Faruk Beyaz,21,Türkiye,Medipol Başakşehir FK,"CAM, CM, RM, ST",65,76,1600000,4000,65.0,54.0,64.0,73.0,47.0,37.0,171,65,Left
K. Watts,Kelland John William James Watts,25,England,Cambridge United,CB,65,68,850000,950,60.0,47.0,52.0,57.0,64.0,71.0,192,71,Left
J. Cotterill,Joel Allen Cotterill,20,Wales,Bristol Rovers,"CM, RM, RW",59,69,500000,3000,70.0,55.0,56.0,60.0,51.0,65.0,183,70,Right
O. Bugiel,Omar Khaled Chaaban Bugiel,31,Lebanon,AFC Wimbledon,ST,62,62,325000,900,65.0,61.0,51.0,56.0,37.0,85.0,185,80,Right
K. Shiogai,Kento Shiogai塩貝 健人,20,Japan,NEC Nijmegen,ST,66,81,2100000,3000,84.0,65.0,55.0,66.0,21.0,57.0,180,78,Right
İ. Vural,İsak Vural,19,Türkiye,Pisa,CM,62,79,1000000,2000,61.0,57.0,62.0,64.0,47.0,50.0,183,65,Right
O. Provstgaard,Oliver Provstgaard Nielsen,22,Denmark,Lazio,CB,67,75,2100000,10000,66.0,39.0,53.0,57.0,65.0,76.0,192,86,Left
H. Coulson,Hayden Ross Coulson,27,England,Blackpool FC,"LB, LM",66,67,900000,2000,76.0,38.0,56.0,66.0,60.0,61.0,172,70,Left
S. Bose,Subhasish Boseশুভাশীষ বসু,29,India,Mohun Bagan Super Giant,"LB, CB",68,68,1100000,3000,66.0,40.0,53.0,58.0,66.0,79.0,184,77,Left
S. Mandash,Sultan Ahmed Mohammed Mandashسلطان مندش,30,Saudi Arabia,Al Taawoun FC,"RW, RM",67,67,975000,13000,82.0,58.0,59.0,71.0,25.0,61.0,172,71,Left
E. Rodríguez,Emiliano Rodríguez,21,Uruguay,CA Aldosivi,"ST, LW, RW",62,70,900000,2000,70.0,60.0,58.0,64.0,30.0,67.0,190,77,Left
J. Beesley,Jake Elliott Beesley,28,England,Burton Albion,ST,65,65,725000,1000,70.0,64.0,49.0,61.0,44.0,69.0,188,76,Right
O. Ba,Ousseynou Ba,29,Senegal,Medipol Başakşehir FK,CB,74,75,3900000,17000,69.0,31.0,48.0,55.0,73.0,80.0,192,84,Right
R. Mina,Richard Alexander Mina Caicedo,25,Ecuador,LDU Quito,CB,68,70,1300000,10000,66.0,37.0,52.0,53.0,67.0,74.0,184,84,Right
B. Mpanzu,Beni Christophe Mpanzu,21,Belgium,Cercle Brugge KSV,"LB, LM, CB",66,75,1800000,4000,76.0,41.0,57.0,62.0,60.0,66.0,185,72,Left
A. Balboa,Adrián Martín Balboa Camacho,31,Uruguay,Racing Club,ST,71,71,1600000,14000,57.0,73.0,52.0,64.0,28.0,78.0,186,82,Right
K. Trapanovski,Kristijan TrapanovskiКристијан Трапановски,25,North Macedonia,Dundee United FC,"LW, RW, LM",64,65,700000,2000,67.0,61.0,62.0,64.0,33.0,61.0,180,71,Right
A. Alvarado,Alejandro Alvarado Jr.,21,United States,San Diego FC,"CAM, CM",63,74,1100000,2000,64.0,51.0,66.0,63.0,44.0,46.0,173,67,Right
Lee Min Gi,Min-ki Lee이민기 李敏基,32,Korea Republic,Gwangju FC,"LB, LM, LW",64,64,400000,2000,77.0,35.0,55.0,63.0,58.0,67.0,175,71,Left
M. Panaro,Manuel Panaro Miramón,22,Argentina,Gimnasia y Esgrima La Plata,"LM, RM, RW, LW",64,73,1300000,4000,83.0,57.0,55.0,69.0,34.0,57.0,181,75,Right
Pulido,Jorge Pulido Mayoral,34,Spain,SD Huesca,CB,72,72,750000,8000,41.0,43.0,54.0,52.0,71.0,81.0,186,72,Right
Jon Eceizabarrena,Jon Eceizabarrena,20,Spain,Real Sociedad de Fútbol B,CM,60,75,600000,950,62.0,51.0,60.0,60.0,60.0,48.0,178,66,Right
D. Ubbink,Desley Petrus Cornelis Ubbink,32,Netherlands,Metaloglobus București,"CAM, RM, ST",61,61,250000,700,62.0,58.0,61.0,63.0,42.0,58.0,183,76,Right
R. Brennan,Ryan Brennan,33,Republic of Ireland,Drogheda United,"CDM, CM",59,59,110000,500,47.0,56.0,54.0,53.0,56.0,65.0,180,72,Right
H. Bhandari,Hantidev Bhandari,36,India,United Tigers SC,"RM, LM, RW",62,62,130000,600,77.0,48.0,57.0,63.0,37.0,65.0,178,74,Right
S. Gannon,Seán Gannon,33,Republic of Ireland,Shelbourne FC,"RB, CB",63,63,250000,500,57.0,48.0,55.0,58.0,62.0,67.0,185,73,Right
T. Nnadi,Tochukwu Nnadi,22,Nigeria,SV Zulte Waregem,"CM, CDM",58,63,300000,2000,53.0,52.0,61.0,59.0,52.0,66.0,176,67,Right
A. McDonnell,Adam Patrick McDonnell,28,Republic of Ireland,Bohemian FC,"CDM, CM",60,61,240000,500,54.0,52.0,59.0,58.0,54.0,66.0,174,72,Right
V. Eriksson,Victor Eriksson,24,Sweden,Hammarby Fotboll,CB,73,77,3900000,7000,69.0,36.0,51.0,57.0,72.0,81.0,192,82,Right
Chen Pu,Chen Pu陈蒲,28,China PR,Shandong Taishan,"LM, RM, LW",63,63,475000,6000,81.0,56.0,57.0,63.0,37.0,60.0,175,69,Left
J. Blasco,Jérémy Damien Blasco,26,France,Radomiak Radom,CB,67,72,1300000,3000,65.0,41.0,59.0,56.0,66.0,77.0,185,79,Right
Enol Prendes,Enol Prendes Ortiz,21,Spain,Real Sporting de Gijón,"CAM, ST, CM",63,74,1100000,2000,73.0,57.0,62.0,65.0,34.0,53.0,175,72,Right
Wendel Silva,Wendel da Silva Costa,24,Brazil,Santa Clara,ST,69,74,2100000,5000,74.0,69.0,56.0,67.0,24.0,63.0,180,76,Right
Yeo Seung Won,Seung Won Yeo,25,Korea Republic,Daejeon Citizen,"LB, RB, LM",63,68,650000,2000,83.0,45.0,47.0,59.0,56.0,74.0,179,72,Left
T. Prica,Tim Prica,23,Sweden,IFK Norrköping,"ST, RM, LM, RW",65,73,1600000,2000,74.0,66.0,57.0,68.0,21.0,69.0,183,75,Left
Héctor Fort,Héctor Fort García,18,Spain,Elche CF,"RB, LB, LM",68,82,2700000,19000,72.0,35.0,61.0,62.0,65.0,61.0,185,78,Right
Yoon Jong Gyu,Jong-gyu Yoon윤종규,27,Korea Republic,Ulsan HD FC,"RB, RM, RW",64,65,625000,2000,81.0,38.0,56.0,62.0,58.0,65.0,173,64,Right
L. Etoga,Cyrille Loïc Onana Etoga,22,Cameroon,Sporting Club Bastia,"CDM, CM",61,70,700000,1000,65.0,48.0,55.0,56.0,59.0,64.0,187,73,Right
T. Medina,Tobías Medina,21,Argentina,Rio Ave FC,"CM, CAM",64,76,1400000,2000,62.0,56.0,64.0,66.0,46.0,51.0,170,62,Left
Alcedo,Juan María Alcedo Serrano,24,Spain,Córdoba CF,"LB, LM",66,70,1100000,3000,69.0,35.0,59.0,64.0,63.0,64.0,179,75,Left
S. Loric,Samuel Loric,24,France,1. FC Magdeburg,"LB, RB, LM",66,70,1100000,5000,66.0,45.0,55.0,66.0,65.0,58.0,183,73,Left
D. Nothnagel,Dominik Nothnagel,30,Germany,VfB Stuttgart II,CB,63,63,400000,1000,69.0,42.0,53.0,56.0,63.0,71.0,184,78,Left
A. Uzondu,Austin Uzondu,19,Nigeria,Wolfsberger AC,"LB, LM",64,76,1300000,3000,74.0,48.0,57.0,59.0,62.0,55.0,180,72,Left
Stéphane Cueni,Stéphane Edi Cueni,24,Cabo Verde,FC Winterthur,"CDM, CM, RM",60,65,350000,1000,70.0,47.0,59.0,60.0,57.0,62.0,180,76,Right
D. Baumgartner,Dominik Baumgartner,28,Austria,Wolfsberger AC,CB,72,73,2200000,13000,70.0,35.0,53.0,52.0,72.0,78.0,188,72,Right
Yago Santiago,Yago de Santiago Alonso,22,Spain,Elche CF,"LM, LW, RM",68,80,3000000,10000,75.0,60.0,65.0,69.0,31.0,51.0,178,74,Right
L. Guwara,Leon Guwara,29,Gambia,FC Energie Cottbus,"LB, LM",63,63,425000,550,80.0,39.0,54.0,62.0,57.0,69.0,184,84,Left
M. Ivezić,Marko IvezićМарко Ивезић,23,Serbia,Holstein Kiel,"CB, CDM, CM",68,74,1700000,8000,69.0,39.0,57.0,56.0,67.0,74.0,191,83,Right
E. Havel,Elias Havel,22,Austria,TSV Hartberg,"LW, ST, LM",64,73,1300000,5000,72.0,64.0,59.0,63.0,28.0,65.0,184,70,Right
Kang Ji Hoon,Ji-hun Kang강지훈,28,Korea Republic,FC Anyang,"RB, RM",62,62,350000,1000,75.0,55.0,52.0,62.0,57.0,60.0,177,64,Right
R. Longelo,Rosaire Longelo-Mbule,25,England,Salford City,"LB, LM, RB",60,63,300000,600,82.0,51.0,55.0,63.0,53.0,55.0,184,72,Left
G. Suso,Gastón Suso,34,Argentina,Gimnasia y Esgrima La Plata,CB,72,72,750000,12000,49.0,46.0,49.0,51.0,73.0,81.0,190,82,Left
Gustavo Nunes,Gustavo Nunes Fernandes Gomes,19,Brazil,Brentford,"LM, RM, LW",65,81,1800000,12000,81.0,61.0,58.0,69.0,31.0,49.0,173,65,Right
José Fonte,José Miguel da Rocha Fonte,41,Portugal,Casa Pia,CB,72,72,0,5000,31.0,46.0,60.0,58.0,74.0,75.0,191,81,Right
M. Kaufmann,Mikkel Kaufmann Sørensen,24,Denmark,1. FC Heidenheim 1846,ST,68,74,1900000,13000,80.0,67.0,54.0,65.0,25.0,66.0,190,90,Right
Kim Jin Ho,Jin-ho Kim김진호,25,Korea Republic,Gwangju FC,"RB, LB",64,69,800000,1000,75.0,49.0,47.0,66.0,57.0,68.0,178,74,Right
M. Rosołek,Maciej Rosołek,23,Poland,GKS Katowice,"ST, LM, RM, LW",64,69,900000,2000,76.0,61.0,58.0,65.0,32.0,63.0,183,82,Right
G. Broadbent,George Broadbent,24,England,Doncaster Rovers,"CDM, CM",62,65,500000,650,66.0,53.0,56.0,60.0,56.0,68.0,188,77,Right
K. Etta Eyong,Karl Edouard Blaise Etta Eyong,21,Cameroon,Levante UD,ST,68,81,3000000,11000,66.0,69.0,57.0,65.0,27.0,61.0,181,75,Right
N. Mawene,Noah Beaumont Mawene,20,England,Preston North End,"CM, CDM, CAM",59,71,550000,2000,65.0,54.0,56.0,62.0,55.0,59.0,186,74,Right
D. Goutas,Dimitrios GoutasΔημήτριος Γούτας,31,Greece,Gençlerbirliği SK,CB,72,72,1600000,14000,51.0,45.0,48.0,53.0,72.0,79.0,189,81,Right
V. Adeboyejo,Ayomide Victor Adeboyejo,27,Nigeria,Bolton Wanderers,ST,65,66,825000,2000,75.0,65.0,51.0,64.0,27.0,70.0,178,77,Right
B. Kłudka,Bartłomiej Kłudka,23,Poland,Lechia Gdańsk,"RB, RM",64,72,1200000,1000,80.0,50.0,52.0,58.0,59.0,66.0,186,71,Right
Lucas Nuñez,Lucas Nuñez Ramirez,19,Spain,Valencia CF,CM,61,74,775000,5000,59.0,57.0,56.0,62.0,56.0,61.0,183,70,Right
E. List,Elliott Ricardo Wignal List,28,England,Northampton Town,"ST, LM, RM, LW",62,62,400000,950,89.0,61.0,52.0,64.0,28.0,58.0,174,74,Right
Ricardo Matos,Ricardo Manuel Pinho Matos,25,Portugal,FC Argeș,ST,64,67,775000,1000,71.0,63.0,57.0,64.0,27.0,61.0,182,77,Right
M. Ofkir,Mohamed Ofkir,28,Norway,Vålerenga Fotball,"ST, LM, LW, CAM",60,60,250000,1000,84.0,61.0,56.0,65.0,30.0,63.0,180,74,Right
D. Meddah,Daylam Meddah,22,France,Pau FC,"CB, CDM",64,72,1200000,2000,68.0,44.0,56.0,61.0,64.0,65.0,187,78,Right
J. Cavadia,Jose Antonio Cavadia Pedraza,19,Colombia,América de Cali,CM,63,78,1100000,4000,71.0,56.0,59.0,64.0,50.0,61.0,177,70,Right
S. Malkoçoğlu,Salih Malkoçoğlu,20,Türkiye,Trabzonspor,"CDM, CM, CB",59,76,550000,5000,65.0,50.0,55.0,64.0,58.0,60.0,190,83,Right
S. Mackie,Sean Mackie,26,Scotland,Falkirk,"LB, LM",61,64,400000,2000,75.0,40.0,56.0,60.0,55.0,68.0,173,69,Left
D. Costelloe,Dara James Morgan Costelloe,22,Republic of Ireland,Wigan Athletic,"ST, RM, CAM, RW",60,71,550000,750,73.0,58.0,55.0,63.0,34.0,65.0,175,74,Right
D. Herold,David Herold,22,Germany,Karlsruher SC,"LB, LM",68,76,2600000,6000,66.0,36.0,57.0,66.0,63.0,67.0,185,80,Left
Enol Rodríguez,Enol Rodríguez Heres,23,Spain,SD Huesca,"ST, LM",65,72,1400000,3000,64.0,65.0,55.0,62.0,24.0,71.0,186,80,Right
S. Strand,Simon August Love Strand,32,Sweden,Hammarby Fotboll,"LB, RB, LM",64,64,400000,3000,80.0,31.0,53.0,61.0,58.0,74.0,175,70,Right
Satrústegui,Eneko Satrústegui Plano,34,Spain,Cultural Leonesa,"CB, LB",65,65,230000,3000,68.0,46.0,55.0,56.0,63.0,71.0,187,77,Left
I. Poveda,Ian Carlo Poveda-Ocampo,25,Colombia,Sunderland,"RM, CAM, RW",69,72,1800000,25000,76.0,57.0,62.0,74.0,33.0,53.0,167,64,Left
T. Salquist,Tobias Frank Salquist Nielsen,30,Denmark,FC Nordsjælland,CB,70,70,1300000,10000,64.0,41.0,51.0,52.0,69.0,80.0,190,85,Right
M. Perković,Mauro Perković,22,Croatia,Cracovia,"CB, LB",68,77,2500000,8000,76.0,30.0,52.0,61.0,67.0,74.0,185,78,Left
R. Moldoveanu,Robert Marian Moldoveanu,26,Romania,FC Argeș,"ST, LM, LW",62,64,500000,1000,80.0,59.0,54.0,63.0,26.0,63.0,177,74,Right
J. Ndala,Joel Tshisanga Ndala,19,England,Hull City,"LW, LM",63,80,1200000,16000,90.0,56.0,53.0,68.0,30.0,63.0,178,73,Right
A. Ferrari,Alex Ferrari,31,Italy,Sampdoria,CB,69,69,950000,2000,56.0,35.0,52.0,62.0,70.0,72.0,191,80,Right
M. Talal,Madih Talal,27,France,East Bengal FC,"CAM, CM, ST",61,61,350000,950,49.0,57.0,60.0,65.0,51.0,64.0,178,74,Right
Oh Hoo Sung,Hu-seong Oh오후성,25,Korea Republic,Gwangju FC,"ST, LM, CM, CAM",62,65,525000,1000,79.0,61.0,53.0,63.0,40.0,64.0,173,64,Right
M. Christensen,Magnus Christensen,27,Denmark,Östers IF,"CDM, CM",63,64,500000,1000,56.0,45.0,55.0,60.0,63.0,71.0,190,74,Right
O. Zandén,Carl Oliver Zandén,23,Sweden,IF Brommapojkarna,"LB, LM",65,72,1400000,2000,71.0,40.0,61.0,57.0,62.0,62.0,183,73,Left
